# Requirement-to-test traceability matrix. Owned by DOC-16 section 16; format per DOC-00 section 8.3.
# Generated by tools/generate_matrix.py from _traceability/requirements.csv and the source tree.
#
# Three cell values, because a blank and a gap are different things:
#   <value>          the artifact, cited by requirement identifier in the source
#   N/A (reason)     the requirement owes no artifact: superseded, or verified by a
#                    method that produces no code (design inspection, demonstration,
#                    code review, architecture review, penetration test)
#   MISSING (reason) no artifact of that kind cites the requirement -- this is a GAP.
#                    Some requirements legitimately need no table and no endpoint, which is
#                    why only the test_case_id column feeds a release gate. This tool cannot
#                    tell the two apart, and says MISSING rather than guessing N/A.
#
# Evidence is a requirement identifier cited in source. That means somebody wrote the
# identifier next to the code; it is coverage, not conformance.
#
# 'Passing' is per test CLASS, from the JUnit XML: Gradle writes @DisplayName into the
# name attribute, so the method name is absent from the results. A @Disabled method is
# detected in source and never counted as passing.
#
# Release gates: see _traceability/GAPS.md.
requirement_id,owning_doc,design_ref,schema_ref,api_ref,test_case_id,verification_method,status,notes
PRD-PLT-015,DOC-17,"N/A (verified by penetration test, scheduled before commercial release; no code artifact is owed)","N/A (verified by penetration test, scheduled before commercial release; no code artifact is owed)","N/A (verified by penetration test, scheduled before commercial release; no code artifact is owed)","N/A (verified by penetration test, scheduled before commercial release; no automated test is owed)",PENETRATION_TEST,Active,priority MUST_HAVE
PRD-PTR-001,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-PTR-002,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-PTR-003,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-PTR-004,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
PRD-PTR-005,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-PTR-006,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-PTR-007,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-PTR-008,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-PTR-009,DOC-01,AssessmentRequest; RoleAccount,"N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no code artifact is owed)","N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no code artifact is owed)","N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no automated test is owed)",DEMONSTRATION,Active,priority MUST_HAVE
PRD-PTR-010,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-PTR-011,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-PTR-012,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-PTR-013,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-PTR-014,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-PTR-015,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-PTR-016,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-PTR-017,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority SHOULD_HAVE
PRD-PTR-018,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority SHOULD_HAVE
PRD-PTR-019,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-PTR-020,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority SHOULD_HAVE
PRD-PTR-021,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),OperationManifestTest#<class-level citation>; OperationManifestTest#writeManifest,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-PTR-022,DOC-01,MISSING (no main source file cites this requirement),"assessment_request_role_account (table, V010__assessment_and_intake.sql)",MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority SHOULD_HAVE
PRD-PTR-023,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-PTR-024,DOC-01,"N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no code artifact is owed)","N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no code artifact is owed)","N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no code artifact is owed)","N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no automated test is owed)",DEMONSTRATION,Active,priority SHOULD_HAVE
PRD-PTR-025,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority SHOULD_HAVE
PRD-RSK-001,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-002,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-003,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-004,DOC-01,Factor; RiskScore; WeightSet,"scoring_model_factor_weight (table, V008__risk_and_service_levels.sql)",MISSING (no API operation cites this requirement),KernelPersistenceVerificationTest#weightBoundsEnforcedAtTheEngine,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-005,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-006,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-007,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-008,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-009,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-010,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-011,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-012,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-013,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-014,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-015,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority SHOULD_HAVE
PRD-RSK-016,DOC-28,RiskScore,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),RiskAndServiceLevelTest#formulaMatchesTheDocument,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-017,DOC-28,RiskScore,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),RiskAndServiceLevelTest#factorsNormalizeToUnitInterval,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-018,DOC-28,RiskScore,"risk_score (table, V008__risk_and_service_levels.sql)",MISSING (no API operation cites this requirement),KernelPersistenceVerificationTest#scoreMissingAFactorIsRejected; KernelPersistenceVerificationTest#suppressionIsBoundedAndJustified; RiskAndServiceLevelTest#everyFactorNeedsAnInput; +1 more,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-019,DOC-28,RiskScore; ScoreBand,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),RiskAndServiceLevelTest#bandsComeFromThresholds,DOCUMENT_INSPECTION,Active,priority MUST_HAVE
PRD-RSK-020,DOC-28,WeightSet,"scoring_model_factor_weight (table, V008__risk_and_service_levels.sql)",MISSING (no API operation cites this requirement),KernelPersistenceVerificationTest#weightBoundsEnforcedAtTheEngine; RiskAndServiceLevelTest#weightBoundsAreEnforcedWithADiagnosis,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-021,DOC-28,MISSING (no main source file cites this requirement),"reject_activated_model_change (function, V008__risk_and_service_levels.sql)",MISSING (no API operation cites this requirement),KernelPersistenceVerificationTest#activatedModelWeightsAreImmutable,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-022,DOC-28,RiskScore,"N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no code artifact is owed)","N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no code artifact is owed)","N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no automated test is owed)",DEMONSTRATION,Active,priority SHOULD_HAVE
PRD-RSK-023,DOC-28,AttributeValidation; Condition; FactValue; +3 more,"risk_score (table, V008__risk_and_service_levels.sql)",MISSING (no API operation cites this requirement),AuthorizedTraversalAndAttributesTest#decimalRequiresBigDecimal; RiskAndServiceLevelTest#bandsComeFromThresholds; RiskAndServiceLevelTest#recomputationIsIdentical,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-024,DOC-28,RiskScore,"reject_risk_score_change (function, V008__risk_and_service_levels.sql)",MISSING (no API operation cites this requirement),KernelPersistenceVerificationTest#riskScoreIsImmutableExceptSupersession; RiskAndServiceLevelTest#recomputationIsIdentical; RiskAndServiceLevelTest#scoresAreImmutable,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-025,DOC-28,ScoreChangeAttribution,"risk_score (table, V008__risk_and_service_levels.sql)",MISSING (no API operation cites this requirement),RiskAndServiceLevelTest#subjectIsAnImpactNotAFinding,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-026,DOC-28,PostureImprovementAttribution,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),RiskAndServiceLevelTest#improvementAtHeldCoverageIsRemediation; RiskAndServiceLevelTest#improvementOverLostCoverageIsNotAnImprovement,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-027,DOC-28,ClosureFigure; CoverageQualifier; CoverageSummary; +4 more,"reject_risk_score_change (function, V008__risk_and_service_levels.sql); rm_latest_risk_score (table, V012__read_models.sql); scores_not_presentable_as_posture (function, V008__risk_and_service_levels.sql)",MISSING (no API operation cites this requirement),AssessmentAndCoverageTest#emptyIsZeroNotPerfect; KernelPersistenceVerificationTest#insufficientScoresAreQueryableAsAnExclusionSet; KernelPersistenceVerificationTest#riskScoreIsImmutableExceptSupersession; +4 more,AUTOMATED_TEST|DOCUMENT_INSPECTION,Active,priority MUST_HAVE
PRD-RSK-028,DOC-28,CoverageQualifier; SbomCoverageState,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),RiskAndServiceLevelTest#exclusionCannotRaiseCoverage,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-029,DOC-28,NodePosture,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),RiskAndServiceLevelTest#exclusionCannotRaiseCoverage,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-030,DOC-28,NodePosture,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),RiskAndServiceLevelTest#normalizationIsStated,AUTOMATED_TEST|DOCUMENT_INSPECTION,Active,priority MUST_HAVE
PRD-RSK-031,DOC-28,NodePosture,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),RiskAndServiceLevelTest#smallComparisonSetsAreRefused,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-032,DOC-28,RuleMatcher; ServiceLevelClock,"service_level_clock (table, V008__risk_and_service_levels.sql)",MISSING (no API operation cites this requirement),RiskAndServiceLevelTest#policyAndCalendarArePinned; RulesEngineTest#rankingIsStable,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-033,DOC-28,FactValue; ServiceLevelClock,"service_level_clock (table, V008__risk_and_service_levels.sql)",MISSING (no API operation cites this requirement),RiskAndServiceLevelTest#policyAndCalendarArePinned,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-034,DOC-28,Assessment; EscalationChain; FindingState; +5 more,"reject_clock_interval_rewrite (function, V008__risk_and_service_levels.sql); scoring_model (table, V008__risk_and_service_levels.sql); service_level_clock_interval (table, V008__risk_and_service_levels.sql); +1 more",MISSING (no API operation cites this requirement),KernelPersistenceVerificationTest#clockIntervalAttributionIsNotRewritable; KernelPersistenceVerificationTest#pausedIntervalRequiresEnumeratedAttribution; RiskAndServiceLevelTest#pauseRequiresAttribution; +4 more,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-035,DOC-28,ServiceLevelClock,"service_level_clock (table, V008__risk_and_service_levels.sql)",MISSING (no API operation cites this requirement),RiskAndServiceLevelTest#<class-level citation>; RiskAndServiceLevelTest#recomputationPreservesPausedTime; RiskAndServiceLevelTest#shorterPolicyMayBreachImmediately,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-036,DOC-28,ServiceLevelClock,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),RiskAndServiceLevelTest#<class-level citation>; RiskAndServiceLevelTest#scoreDecreaseNeverExtends,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-037,DOC-28,ServiceLevelClock; TransitionBlockingAttribution,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),RiskAndServiceLevelTest#escalationSuppressedWhileBlockedElsewhere,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-038,DOC-28,AssessmentRequest,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),IntakeTest#derivedFactsAreReproducible,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-039,DOC-28,WorkItem,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),WorkItemAndAutomationTest#effortFigureCarriesItsProvenance,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-040,DOC-28,HonestRenderer,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),HonestyAssertionTest#thinCalibrationIsLabelled,AUTOMATED_TEST|DOCUMENT_INSPECTION,Active,priority MUST_HAVE
PRD-RSK-041,DOC-28,ScoreReducingAction; ScoreReducingRateAnomaly,"reject_score_reducing_event_change (function, V008__risk_and_service_levels.sql); score_reducing_action_event (table, V008__risk_and_service_levels.sql)",MISSING (no API operation cites this requirement),KernelPersistenceVerificationTest#scoreReducingActionRecordIsAppendOnly; RiskAndServiceLevelTest#anomalyCarriesItsArithmetic; RiskAndServiceLevelTest#everyGamingPathIsEnumerated,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-042,DOC-28,ClosureFigure; ScoreReducingRateAnomaly,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),RiskAndServiceLevelTest#closureTotalRequiresItsBreakdown,AUTOMATED_TEST|DOCUMENT_INSPECTION,Active,priority MUST_HAVE
PRD-RSK-043,DOC-28,ScoreReducingAction,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),RiskAndServiceLevelTest#configurationChangeIsTheDistinctCase; RiskAndServiceLevelTest#everyGamingPathIsEnumerated,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-044,DOC-28,EvaluationHarness,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|MANUAL_TEST,Active,priority MUST_HAVE
PRD-RSK-045,DOC-28,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-RSK-046,DOC-28,"N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no code artifact is owed)","scoring_model (table, V008__risk_and_service_levels.sql)","N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no code artifact is owed)",KernelPersistenceVerificationTest#unvalidatedModelCannotBeActivated,DEMONSTRATION,Active,priority MUST_HAVE
PRD-RSK-047,DOC-28,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority SHOULD_HAVE
PRD-SBM-002,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-003,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-004,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-005,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-007,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-009,DOC-01,N/A (verified by code review; the artifact is the review record; no code artifact is owed),N/A (verified by code review; the artifact is the review record; no code artifact is owed),N/A (verified by code review; the artifact is the review record; no code artifact is owed),N/A (verified by code review; the artifact is the review record; no automated test is owed),CODE_REVIEW,Active,priority MUST_HAVE
PRD-SBM-010,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-011,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-012,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-013,DOC-01,CoverageQualifier,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-014,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|DEMONSTRATION,Active,priority MUST_HAVE
PRD-SBM-015,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-016,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-017,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-018,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority SHOULD_HAVE
PRD-SBM-019,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-020,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-021,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-022,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|DOCUMENT_INSPECTION,Active,priority MUST_HAVE
PRD-SBM-023,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-024,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-025,DOC-22,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-SBM-026,DOC-22,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-027,DOC-22,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-028,DOC-22,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-029,DOC-22,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-030,DOC-22,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-031,DOC-22,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
PRD-SBM-032,DOC-22,SbomIngestion,"reject_snapshot_change (function, V011__composition_analysis.sql)",MISSING (no API operation cites this requirement),OperationManifestTest#writeManifest,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-033,DOC-22,SbomEndpoint; SbomIngestion,"reject_snapshot_change (function, V011__composition_analysis.sql)",MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-034,DOC-22,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-035,DOC-22,SbomIngestion,"component (table, V011__composition_analysis.sql); runs_claiming_unearned_coverage (function, V011__composition_analysis.sql)",MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-036,DOC-22,ComponentIdentity; MatchRun; VersionOrdering,"component (table, V011__composition_analysis.sql)",MISSING (no API operation cites this requirement),CanonicalizationAndMatchRunTest#<class-level citation>; VersionComparisonCorpusTest#reflexiveAndVersioned,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-037,DOC-22,ComponentIdentity; Ecosystem; SbomIngestion,"component (table, V011__composition_analysis.sql)",MISSING (no API operation cites this requirement),CanonicalizationAndMatchRunTest#unmatchableIsRecordedWithAReason; KernelPersistenceVerificationTest#unmatchableComponentsCarryTheirReason; OperationManifestTest#writeManifest; +1 more,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-038,DOC-22,Ecosystem; VersionOrdering,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),VersionComparisonCorpusTest#mavenUnknownQualifierOrdersAfter; VersionComparisonCorpusTest#unknownEcosystemIsIndeterminate,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-039,DOC-22,Ecosystem; VersionComparison; VersionOrdering,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),VersionComparisonCorpusTest#indeterminateSurvivesWhenNothingMatches; VersionComparisonCorpusTest#unparseableIsIndeterminate,AUTOMATED_TEST,Active,priority MUST_HAVE
